bestfoodyn,etc,foodCost,foodMaterial,foodNm,lsttmAltrDttm,premiumyn,recommendyn,routeCd,routeNm,seasonMenu,seq,stdRestCd,stdRestNm,svarAddr
N,,11000,,왕돈가스,2024-05-07,Y,N,10,경부선,4,3223,306,김천(서울)휴게소,경북 김천시 농소면신촌리 728-1
N,김천 지례 흑돼지로 만든 김치찌개,9000,,흑돼지김치찌개,2024-05-07,Y,N,10,경부선,4,3224,306,김천(서울)휴게소,경북 김천시 농소면신촌리 728-1
N,즉석으로 끓여먹는 부대찌개,8000,,즉석부대찌개,2024-05-07,Y,N,10,경부선,4,3225,306,김천(서울)휴게소,경북 김천시 농소면신촌리 728-1
N,떡과 만두가 들어간 신라면,5000,,떡만두라면,2024-05-07,N,N,10,경부선,4,3228,306,김천(서울)휴게소,경북 김천시 농소면신촌리 728-1
N,콩나물과 김치로 끓여낸 얼큰한 신라면,5500,,해장라면정식,2024-05-07,N,N,10,경부선,4,3229,306,김천(서울)휴게소,경북 김천시 농소면신촌리 728-1
N,,6500,,꼬치어묵우동,2024-05-07,N,N,10,경부선,4,3232,306,김천(서울)휴게소,경북 김천시 농소면신촌리 728-1
N,,3500,,THE착한우동,2024-05-07,N,N,10,경부선,4,3233,306,김천(서울)휴게소,경북 김천시 농소면신촌리 728-1
N,,6500,,어묵우동,2024-05-07,N,N,10,경부선,4,3234,306,김천(서울)휴게소,경북 김천시 농소면신촌리 728-1
N,,8500,,동태찌개,2024-05-07,N,N,10,경부선,4,3235,306,김천(서울)휴게소,경북 김천시 농소면신촌리 728-1
N,,10000,,꼬막비빔밥,2024-05-07,N,Y,10,경부선,4,7605,306,김천(서울)휴게소,경북 김천시 농소면신촌리 728-1
N,,4000,,EX라면,2024-05-07,N,N,10,경부선,4,7606,306,김천(서울)휴게소,경북 김천시 농소면신촌리 728-1
N,,4500,,잔치국수,2024-05-07,N,N,10,경부선,4,7607,306,김천(서울)휴게소,경북 김천시 농소면신촌리 728-1
N,,9000,,두루치기,2024-05-07,N,N,10,경부선,4,7608,306,김천(서울)휴게소,경북 김천시 농소면신촌리 728-1
N,,7000,,해물순두부,2024-05-07,N,N,10,경부선,4,7609,306,김천(서울)휴게소,경북 김천시 농소면신촌리 728-1
N,,10500,,치즈돈가스,2024-05-07,N,N,10,경부선,4,7610,306,김천(서울)휴게소,경북 김천시 농소면신촌리 728-1
N,,12000,,눈꽃치즈돈가스,2024-05-07,N,N,10,경부선,4,7611,306,김천(서울)휴게소,경북 김천시 농소면신촌리 728-1
Y,예산사과를 갈아 넣어서 만든 상큼한 소스를 곁들인 돈가스,10500,,예산사과돈가스,2024-05-07,N,Y,300,서산영덕선,4,852,314,예산(대전)휴게소,충남 예산군 신양면서계양리 662-28
N,,8000,,한방돼지국밥,2024-05-07,Y,N,300,서산영덕선,4,7148,314,예산(대전)휴게소,충남 예산군 신양면서계양리 662-28
N,,11000,,치즈돈가스,2024-05-07,N,Y,300,서산영덕선,4,7349,314,예산(대전)휴게소,충남 예산군 신양면서계양리 662-28
N,,9500,,돼지김치찌개,2024-05-07,N,N,300,서산영덕선,4,7350,314,예산(대전)휴게소,충남 예산군 신양면서계양리 662-28
N,,9500,,제육덮밥,2024-05-07,N,N,300,서산영덕선,4,7353,314,예산(대전)휴게소,충남 예산군 신양면서계양리 662-28
N,,9500,,사과비빔밤,2024-05-07,N,N,300,서산영덕선,4,7354,314,예산(대전)휴게소,충남 예산군 신양면서계양리 662-28
N,,7000,,실속된장찌개,2024-05-07,N,N,300,서산영덕선,4,7359,314,예산(대전)휴게소,충남 예산군 신양면서계양리 662-28
N,,10000,,소고기육개장,2024-05-07,N,N,300,서산영덕선,4,10238,314,예산(대전)휴게소,충남 예산군 신양면서계양리 662-28
N,,4000,,ex라면,2024-05-07,N,N,300,서산영덕선,4,10242,314,예산(대전)휴게소,충남 예산군 신양면서계양리 662-28
N,,5500,,떡만두라면,2024-05-07,N,N,300,서산영덕선,4,10243,314,예산(대전)휴게소,충남 예산군 신양면서계양리 662-28
N,,6000,,유부우동,2024-05-07,N,N,300,서산영덕선,4,10245,314,예산(대전)휴게소,충남 예산군 신양면서계양리 662-28
N,,7000,,어묵우동,2024-05-07,N,N,300,서산영덕선,4,10246,314,예산(대전)휴게소,충남 예산군 신양면서계양리 662-28
N,,11000,,우거지사골곰탕,2024-05-07,N,N,300,서산영덕선,4,12126,314,예산(대전)휴게소,충남 예산군 신양면서계양리 662-28
N,,11000,,공주국밥,2024-05-07,N,N,300,서산영덕선,4,12127,314,예산(대전)휴게소,충남 예산군 신양면서계양리 662-28
N,,7000,,실속돈가스,2024-05-07,N,N,300,서산영덕선,4,12128,314,예산(대전)휴게소,충남 예산군 신양면서계양리 662-28
Y,,11000,,[양식]사과돈가스,2024-05-07,N,N,300,서산영덕선,4,9473,316,예산(당진)휴게소,충남 예산군 신양면서계양리 672-3
Y,,7000,,[한식](실속)된장찌개,2024-05-07,N,N,300,서산영덕선,4,9474,316,예산(당진)휴게소,충남 예산군 신양면서계양리 672-3
N,,10000,,[곰탕]나주곰탕,2024-05-07,N,N,300,서산영덕선,4,9476,316,예산(당진)휴게소,충남 예산군 신양면서계양리 672-3
N,,7000,,[중식]짜장면/짜장밥,2024-05-07,N,Y,300,서산영덕선,4,9477,316,예산(당진)휴게소,충남 예산군 신양면서계양리 672-3
N,,7000,,[한식](실속)버섯순두부찌개,2024-05-07,N,N,300,서산영덕선,4,12106,316,예산(당진)휴게소,충남 예산군 신양면서계양리 672-3
N,,9000,,[한식]돼지고기김치찌개,2024-05-07,N,N,300,서산영덕선,4,12107,316,예산(당진)휴게소,충남 예산군 신양면서계양리 672-3
N,,9000,,소고기국밥,2024-05-07,N,N,300,서산영덕선,4,12108,316,예산(당진)휴게소,충남 예산군 신양면서계양리 672-3
N,,10000,,[곰탕]얼큰곰탕,2024-05-07,N,N,300,서산영덕선,4,12109,316,예산(당진)휴게소,충남 예산군 신양면서계양리 672-3
N,,10000,,[곰탕]사골곰탕,2024-05-07,N,N,300,서산영덕선,4,12110,316,예산(당진)휴게소,충남 예산군 신양면서계양리 672-3
N,,10000,,[곰탕]얼큰순대국,2024-05-07,N,N,300,서산영덕선,4,12111,316,예산(당진)휴게소,충남 예산군 신양면서계양리 672-3
N,,10000,,[곰탕]사골만두국,2024-05-07,N,N,300,서산영덕선,4,12112,316,예산(당진)휴게소,충남 예산군 신양면서계양리 672-3
N,,10000,,[곰탕]사골순대국,2024-05-07,N,N,300,서산영덕선,4,12113,316,예산(당진)휴게소,충남 예산군 신양면서계양리 672-3
N,,12000,,[곰탕]내장탕,2024-05-07,N,N,300,서산영덕선,4,12114,316,예산(당진)휴게소,충남 예산군 신양면서계양리 672-3
N,,9000,,[중식]짬뽕/짬뽕밥,2024-05-07,N,N,300,서산영덕선,4,12115,316,예산(당진)휴게소,충남 예산군 신양면서계양리 672-3
N,,11000,,[중식]소고기짬뽕,2024-05-07,N,N,300,서산영덕선,4,12116,316,예산(당진)휴게소,충남 예산군 신양면서계양리 672-3
N,,13000,,[양식]더블치즈카츠,2024-05-07,Y,N,300,서산영덕선,4,12117,316,예산(당진)휴게소,충남 예산군 신양면서계양리 672-3
N,,4000,,[라면]EX-라면,2024-05-07,N,N,300,서산영덕선,4,12118,316,예산(당진)휴게소,충남 예산군 신양면서계양리 672-3
N,,4500,,[라면]떡라면,2024-05-07,N,N,300,서산영덕선,4,12119,316,예산(당진)휴게소,충남 예산군 신양면서계양리 672-3
N,,6000,,[라면]떡만두라면정식,2024-05-07,N,N,300,서산영덕선,4,12120,316,예산(당진)휴게소,충남 예산군 신양면서계양리 672-3
N,,6000,,[우동]유부우동,2024-05-07,N,N,300,서산영덕선,4,12121,316,예산(당진)휴게소,충남 예산군 신양면서계양리 672-3
N,,7000,,[우동]꼬치어묵우동,2024-05-07,N,N,300,서산영덕선,4,12122,316,예산(당진)휴게소,충남 예산군 신양면서계양리 672-3
Y,"함박스테이크, 생선가스, 등심돈가스 3종으로 이루어진 공주휴게소만의 정식메뉴",11000,"함박스테이크, 생선가스, 등심돈가스, 돈가스 소스, 양배추샐러드, 후실리샐러드, 치자단무지, 오이피클, 장국",공주휴게소 정식,2024-05-07,N,N,300,서산영덕선,4,12146,318,공주(대전)휴게소,충남 공주시 장기면송선리 320-3
N,,11000,"치즈돈가스, 돈가스 소스, 양배추샐러드, 후실리샐러드, 치자단무지, 오이피클, 장국",등심 치즈 돈가스,2024-05-07,N,N,300,서산영덕선,4,12147,318,공주(대전)휴게소,충남 공주시 장기면송선리 320-3
N,,9500,"등심돈가스, 돈가스 소스, 양배추샐러드, 후실리샐러드, 치자단무지, 오이피클, 장국",등심돈가스,2024-05-07,N,N,300,서산영덕선,4,12148,318,공주(대전)휴게소,충남 공주시 장기면송선리 320-3
N,,11000,"등심돈가스, 제육복음, 돈가스 소스, 양배추샐러드, 후실리샐러드, 치자단무지, 오이피클, 장국",돈가스 제육 볶음 정식,2024-05-07,N,Y,300,서산영덕선,4,12149,318,공주(대전)휴게소,충남 공주시 장기면송선리 320-3
N,,10500,"알밤한우불고기, 느타리버섯, 표고버섯, 양파, 대파, 당면, 청양고추",한우불고기 덮밥,2024-05-07,N,N,300,서산영덕선,4,12150,318,공주(대전)휴게소,충남 공주시 장기면송선리 320-3
N,"콩나물 1,000
치즈 1,000
떡만두 1,000 

추가 가능",4000,"진라면, 휴라면 건더기스프, 계란, 대파",ex-라면,2024-05-07,N,N,300,서산영덕선,4,12151,318,공주(대전)휴게소,충남 공주시 장기면송선리 320-3
N,,9000,"진라면, 떡, 만두, 계란, 대파, 왕교자만두",떡만두라면 + 튀김만두,2024-05-07,N,Y,300,서산영덕선,4,12152,318,공주(대전)휴게소,충남 공주시 장기면송선리 320-3
N,,7000,"우동사리, 꼬치어묵, 유부, 건더기스프, 미역, 대파",꼬치어묵우동,2024-05-07,N,N,300,서산영덕선,4,12153,318,공주(대전)휴게소,충남 공주시 장기면송선리 320-3
N,,6000,"우동사리, 유부, 건더기스프, 미역, 대파",유부우동,2024-05-07,N,N,300,서산영덕선,4,12154,318,공주(대전)휴게소,충남 공주시 장기면송선리 320-3
N,,7500,"한우불고기, 우동사리, 유부, 미역, 대파, 건더기스프",한우불고기 우동,2024-05-07,N,Y,300,서산영덕선,4,12155,318,공주(대전)휴게소,충남 공주시 장기면송선리 320-3
Y,,9500,"대파, 무, 고사리, 콩나물, 얼갈이(배추), 고춧가루, 알밤한우",알밤한우국밥,2024-05-07,N,Y,300,서산영덕선,4,12156,318,공주(대전)휴게소,충남 공주시 장기면송선리 320-3
N,,9000,"왕만두, 소면, 대파, 지단, 사골육수",왕만두 사골 설렁탕,2024-05-07,N,N,300,서산영덕선,4,12157,318,공주(대전)휴게소,충남 공주시 장기면송선리 320-3
N,,9000,"몽글순두부, ㄱ ㅗ추, 호박, 양파, 바지락, 대파, 돈민찌",몽글 순두부찌개,2024-05-07,N,N,300,서산영덕선,4,12158,318,공주(대전)휴게소,충남 공주시 장기면송선리 320-3
N,,8500,"숙성김치, 돼지고기, 양파, 당면, 두부, 대파",옛날 돼지고기 김치찌개,2024-05-07,N,N,300,서산영덕선,4,12159,318,공주(대전)휴게소,충남 공주시 장기면송선리 320-3
N,,11000,"알밤한우, 호박, 지단, 상추, 고사리, 생채, 콩나물, 표고버섯, 김가루, 참기름, 고추장",한우 불고기 가마솥 비빔밥,2024-05-07,N,Y,300,서산영덕선,4,12160,318,공주(대전)휴게소,충남 공주시 장기면송선리 320-3
N,,10000,"당면, 소고기(차돌 양지), 양지육수, 당면, 지단, 대파",나주식 수육곰탕,2024-05-07,N,N,300,서산영덕선,4,12161,318,공주(대전)휴게소,충남 공주시 장기면송선리 320-3
N,,9000,"소고기(차돌), 두부, 호박, 양파, 느타리버섯, 대파, 청양고추",차돌 된장찌개,2024-05-07,N,N,300,서산영덕선,4,12162,318,공주(대전)휴게소,충남 공주시 장기면송선리 320-3
N,실속메뉴,7000,"콩나물, 청양고추, 다진김치, 고춧가루, 오징어, 마늘, 대파, 계란",콩나물 해장국,2024-05-07,N,N,300,서산영덕선,4,12164,318,공주(대전)휴게소,충남 공주시 장기면송선리 320-3
N,실속메뉴,7000,"북어, 무, 대파, 계란",북어해장국,2024-05-07,N,N,300,서산영덕선,4,12165,318,공주(대전)휴게소,충남 공주시 장기면송선리 320-3
N,,9000,,얼큰순두부,2024-05-07,N,N,1510,서천공주선,4,1067,320,부여백제(공주)휴게소,충남 부여군 내산면율암리 149-5
N,얼큰하고 칼칼한 매운맛과 시원한 맛을 내는 숙주가 일품,7000,"콩나물150, 계란60, 파20, 양념다데기15,정제수300
(단위:G)",콩나물국밥(실속상품),2024-05-07,N,Y,1510,서천공주선,4,3143,320,부여백제(공주)휴게소,충남 부여군 내산면율암리 149-5
N,"겉은 바삭바삭 속은촉촉, 소스와 잘 어울러져 느끼한 맛을 잡아준다",9000,"돈가스 180, 양배추채 100, 단무지40, 데미소스100, 육수 150
(단위 : G)",등심돈가스,2024-05-07,N,N,1510,서천공주선,4,3146,320,부여백제(공주)휴게소,충남 부여군 내산면율암리 149-5
N,바삭한 돈가스 안에 모짜렐라 치즈가 들어있어 더욱 소소한 맛을 느끼게 해준다,10000,"돈가스180,양배추채100,단무지40,데미소스100,육수150
(단위: G)",치즈돈가스,2024-05-07,N,N,1510,서천공주선,4,3147,320,부여백제(공주)휴게소,충남 부여군 내산면율암리 149-5
N,쫄깃한 면발과 푸짐한 부산어묵이 가득 들어가 식감을 자극,7000,"우동면230, 어묵100, 유부30, 치커리20, 육수400 
(단위: G)",꼬치어묵우동,2024-05-07,N,N,1510,서천공주선,4,3150,320,부여백제(공주)휴게소,충남 부여군 내산면율암리 149-5
N,숙성된 다진김치와 시원한 육수에 국수맛이 감칠맛 난다,6000,"소면200, 다진김치100,유부30, 치커리20, 육수400
(단위:G)",잔치국수,2024-05-07,N,N,1510,서천공주선,4,3151,320,부여백제(공주)휴게소,충남 부여군 내산면율암리 149-5
N,부담없는 가격에 쫄깃한 면발로 맛을 더한다,4000,,ex라면,2024-05-07,N,N,1510,서천공주선,4,3152,320,부여백제(공주)휴게소,충남 부여군 내산면율암리 149-5
Y,"멸치와 다시마 육수를 바탕으로 구수한 된장과표고버섯의 어울림이 
 식감을 한층 끌어올리며 성장기 어린이에게 영양식으로 추천합니다.

한식의 기본 메뉴로 한끼의 든든한 식사를
 든든하게 즐길 수 있어서 만족스럽다",8500,"표고버섯40g,두부 40g, 호박 15g, 대파 10g, 양파 10g, 
된장 30g, 청량고추 5g, 멸치？ 200g",표고버섯된장찌개,2024-05-07,N,N,1510,서천공주선,4,5288,320,부여백제(공주)휴게소,충남 부여군 내산면율암리 149-5
N,"식용유에 대파를 넣어 파기름을 만든다. 돼지고기를 달궈진 기름에 넣고 익힌 후 소금으로 간을 맞춘다. 
묵은지김치를 넣고 돼지기름이 김치에 스며든 후 조리용수를 넣고 간장, 고추장, 간마늘, 고추가루를 넣은 후
충분히 끓여준후 1인분씩 소분해서 제공한다.",9000,"돼지고기사태(60g),묵은지김치(100g), 고추가루(10g),간장(10g),고추장(10g),간마늘(5g),대파(30g),식용유(20g),소금(5g)",김치찌개,2024-05-07,N,Y,1510,서천공주선,4,5304,320,부여백제(공주)휴게소,충남 부여군 내산면율암리 149-5
N,탱글탱글한 우동면과 푸짐한 유부와의 절묘한 조화,6000,"우동면230, 유부40, 육수400,치커리20
(단위: G)",유뷰우동,2024-05-07,N,N,1510,서천공주선,4,6264,320,부여백제(공주)휴게소,충남 부여군 내산면율암리 149-5
N,,9500,,신선야채비빔밥,2024-05-07,N,N,1510,서천공주선,4,8549,320,부여백제(공주)휴게소,충남 부여군 내산면율암리 149-5
N,"해장에 좋고 시원하고 깔끔한 국물 생각날 때, 콩나물해장국밥
1. 해장에 좋은 콩나물과 황태를 이용하여 만든 요리
2. 뚝배기를 펄펄 끓이는 방식으로 뜨거운 국물시원하고 개운한 맛
3. 육수는 다시마, 대파 등을 이용하여 만든다.",7000,"황태(15g), 콩나물(50g), 계란(20g), 청양고추(5g), 대파(5g), 다시다(3g), 소금(1g), 후추가루(1g), 육수(150g)",콩나물국밥(실속상품),2024-05-07,N,Y,1510,서천공주선,4,1801,321,부여백제(서천)휴게소,충남 부여군 내산면율암리  134
N,등심돈가스 잘 튀겨내어 유림 돈가스 소스(간장소스)를 양배추샐러드와 야채 치커리와 함께 제공,9000,"등심돈가스180g, 양배추채100g, 단무지40g, 데미소스100g, 육수150g",등심돈가스,2024-05-07,N,N,1510,서천공주선,4,1803,321,부여백제(서천)휴게소,충남 부여군 내산면율암리  134
N,탱글탱글한 우동면과 큼직한 튀김 새우가 일품,7500,"우동면230g, 새우50g, 냉동유부30g, 치커리20g, 대파, 조미김가루, 우동육수400g",왕새우튀김우동,2024-05-07,N,N,1510,서천공주선,4,1805,321,부여백제(서천)휴게소,충남 부여군 내산면율암리  134
N,"등심돈가스 패티사이에 치즈가 들어있어 쫀득하게 늘어나는 매력적인 맛 돈가스양식접시에 1인분량 제공&양배추 샐러드, 피클, 단무지 세팅 후 제공한다.",10000,"치즈 돈가스 패티 180g, 밥 120g, 오이피클 30g, 단무지 30g, 돈가스소스 74g, 양배추샐러드 56g",치즈돈가스,2024-05-07,N,N,1510,서천공주선,4,2248,321,부여백제(서천)휴게소,충남 부여군 내산면율암리  134
N,"간장육수, 대파를 송송 썰고, 쑥갓을 씩어서 먹기 좋게 잘라 넣는다.",7000,"용우동 우동면 230g, 어묵100g, 냉동유부 30g, 치커리 20g, 대파 10g, 조미김가루 2g, 우동육수 400g",꼬치어묵우동,2024-05-07,N,N,1510,서천공주선,4,2249,321,부여백제(서천)휴게소,충남 부여군 내산면율암리  134
N,숙성된 다진 김치와 시원한 육수에 국수맛이 감칠 맛 나게 돈다,6000,"소면200g, 다진김치100g, 유부30g, 치커리 20g, 육수 400g",잔치국수,2024-05-07,N,N,1510,서천공주선,4,3135,321,부여백제(서천)휴게소,충남 부여군 내산면율암리  134
N,"쫄깃한 면발과 적당한 국물의 양이 남, 녀, 노, 소 누구나 즐기기에 부담이없다",4000,,ex라면,2024-05-07,N,N,1510,서천공주선,4,3138,321,부여백제(서천)휴게소,충남 부여군 내산면율암리  134
Y,"구수한 된장의 어울림이 식감을 한층 끌어올리며 성장기 어린이에게 영양식으로
추천 합니다.

한식의 기본 메뉴로 한끼의 든든한 식사를 든든하게 즐길 수 있어서 만족스럽다",8500,표고버섯:40g 두부:40g 호박15g 대파10g 양파10g 된장30g 청량고추 5g 멸치육수 200g,표고버섯된장찌개,2024-05-07,N,N,1510,서천공주선,4,5283,321,부여백제(서천)휴게소,충남 부여군 내산면율암리  134
N,탱글탱글한 우동면과 푸짐한 유부와의 절묘한 조화,6000,"우동면230, 유부 40, 육수400, 유부30, 치커리20
(단위: G)",유부우동,2024-05-07,N,N,1510,서천공주선,4,6265,321,부여백제(서천)휴게소,충남 부여군 내산면율암리  134
N,엄선된 신선한 야채와 맛있는 한끼를 선사해 드릴것 입니다,9500,,신선야채비빔밥,2024-05-07,N,N,1510,서천공주선,4,8544,321,부여백제(서천)휴게소,충남 부여군 내산면율암리  134
N,,9000,,얼큰순두부,2024-05-07,N,N,1510,서천공주선,4,10077,321,부여백제(서천)휴게소,충남 부여군 내산면율암리  134
N,,9000,,김치찌개,2024-05-07,N,Y,1510,서천공주선,4,10078,321,부여백제(서천)휴게소,충남 부여군 내산면율암리  134
N,아삭한 콩나물을 첨가한 라면,4500,,콩나물라면,2024-05-07,N,N,1510,서천공주선,4,11486,321,부여백제(서천)휴게소,충남 부여군 내산면율암리  134
N,,7000,,[실속] 북어해장국,2024-05-07,N,N,300,서산영덕선,4,866,324,공주(당진)휴게소,충남 공주시 의당면청룡리 65-16
N,,7000,,[실속] 콩나물 해장국,2024-05-07,N,N,300,서산영덕선,4,3173,324,공주(당진)휴게소,충남 공주시 의당면청룡리 65-16
N,,9000,,몽글 순두부 찌개,2024-05-07,N,N,300,서산영덕선,4,3193,324,공주(당진)휴게소,충남 공주시 의당면청룡리 65-16
Y,,9500,,알밤 먹은 한우 국밥,2024-05-07,N,Y,300,서산영덕선,4,3194,324,공주(당진)휴게소,충남 공주시 의당면청룡리 65-16
N,,9000,,왕만두 사골 설렁탕,2024-05-07,N,N,300,서산영덕선,4,3195,324,공주(당진)휴게소,충남 공주시 의당면청룡리 65-16
N,,10500,,한우 불고기 버섯 덮밥,2024-05-07,N,N,300,서산영덕선,4,3198,324,공주(당진)휴게소,충남 공주시 의당면청룡리 65-16
Y,,11000,,공주 휴게소 정식,2024-05-07,N,Y,300,서산영덕선,4,3200,324,공주(당진)휴게소,충남 공주시 의당면청룡리 65-16
N,,6000,,유부우동,2024-05-07,N,N,300,서산영덕선,4,3344,324,공주(당진)휴게소,충남 공주시 의당면청룡리 65-16
N,,7000,,꼬치 어묵 우동,2024-05-07,N,N,300,서산영덕선,4,3347,324,공주(당진)휴게소,충남 공주시 의당면청룡리 65-16
N,,7500,,공주장칼국수,2024-05-07,N,N,300,서산영덕선,4,3349,324,공주(당진)휴게소,충남 공주시 의당면청룡리 65-16
N,,7500,,한우 불고기 우동,2024-05-07,N,N,300,서산영덕선,4,3350,324,공주(당진)휴게소,충남 공주시 의당면청룡리 65-16
N,,8500,,옛날 돼지고기 김치찌개,2024-05-07,N,N,300,서산영덕선,4,5839,324,공주(당진)휴게소,충남 공주시 의당면청룡리 65-16
N,,10000,,나주식 수육곰탕,2024-05-07,N,N,300,서산영덕선,4,5840,324,공주(당진)휴게소,충남 공주시 의당면청룡리 65-16
N,,11000,,한우 불고기 가마솥 비빔밥,2024-05-07,N,N,300,서산영덕선,4,5841,324,공주(당진)휴게소,충남 공주시 의당면청룡리 65-16
N,,1000,,공기밥,2024-05-07,N,N,300,서산영덕선,4,7160,324,공주(당진)휴게소,충남 공주시 의당면청룡리 65-16
N,,9000,,차돌 된장찌개,2024-05-07,N,N,300,서산영덕선,4,9826,324,공주(당진)휴게소,충남 공주시 의당면청룡리 65-16
N,,9500,,등심 돈가스,2024-05-07,N,N,300,서산영덕선,4,12057,324,공주(당진)휴게소,충남 공주시 의당면청룡리 65-16
N,,11000,,치즈 돈가스,2024-05-07,N,N,300,서산영덕선,4,12058,324,공주(당진)휴게소,충남 공주시 의당면청룡리 65-16
N,,11000,,돈가스 제육 볶음 정식,2024-05-07,N,N,300,서산영덕선,4,12059,324,공주(당진)휴게소,충남 공주시 의당면청룡리 65-16
N,,9000,,떡만두라면+튀김만두,2024-05-07,N,Y,300,서산영덕선,4,12062,324,공주(당진)휴게소,충남 공주시 의당면청룡리 65-16
N,,4000,,EX-라면,2024-05-07,N,N,300,서산영덕선,4,12063,324,공주(당진)휴게소,충남 공주시 의당면청룡리 65-16
N,짭조름한 소시지와 생지의 만남...,4500,"계육 62.86% (국내산), 돈육 15.17% (국내산)",매직핫도그,2024-05-07,Y,N,150,서해안선,4,3063,326,목감(서울)휴게소,경기 시흥시 목감동125 외9필지
N,국내산 돈육을 사용한 우리밀핫도그,4000,"돈육(국산),콩단백(탈지대두분:러시아산),밀가루(국내산,미국산)",프리미엄우리밀핫도그,2024-05-07,Y,N,150,서해안선,4,3099,326,목감(서울)휴게소,경기 시흥시 목감동125 외9필지
N,국내산 돈육 함량을 높임 프리미엄 소시지,4000,"돈육(국산), 옥수수전분(외국산:러시아,헛가리,세르비아 등)",프리미엄뽀득뽀득소시지,2024-05-07,Y,N,150,서해안선,4,3100,326,목감(서울)휴게소,경기 시흥시 목감동125 외9필지
N,"연육,대왕오징어 함량을 높인 식감 좋은 프리미엄 어묵바",4000,"연육(베트남산), 대왕오징어(칠레산), 당근/대파/부추 (중국산)",프리미엄탱글탱글수제어묵바,2024-05-07,Y,N,150,서해안선,4,3101,326,목감(서울)휴게소,경기 시흥시 목감동125 외9필지
N,,12000,,고구마치즈돈가스,2024-05-07,Y,N,1000,수도권제1순환선,4,5213,329,의왕(일산)휴게소,경기 의왕시 청계동안양판교로 476 의왕(청계)휴게소
Y,,5000,,생면식감 라면,2024-05-07,N,Y,1000,수도권제1순환선,4,5216,329,의왕(일산)휴게소,경기 의왕시 청계동안양판교로 476 의왕(청계)휴게소
N,,11000,,등심돈가스,2024-05-07,N,Y,1000,수도권제1순환선,4,5218,329,의왕(일산)휴게소,경기 의왕시 청계동안양판교로 476 의왕(청계)휴게소
N,,6000,,우동,2024-05-07,N,Y,1000,수도권제1순환선,4,5219,329,의왕(일산)휴게소,경기 의왕시 청계동안양판교로 476 의왕(청계)휴게소
N,,12000,,치즈돈가스,2024-05-07,Y,N,1000,수도권제1순환선,4,5223,329,의왕(일산)휴게소,경기 의왕시 청계동안양판교로 476 의왕(청계)휴게소
N,,11000,,얼큰육개장,2024-05-07,Y,Y,1000,수도권제1순환선,4,10102,329,의왕(일산)휴게소,경기 의왕시 청계동안양판교로 476 의왕(청계)휴게소
N,,3000,,튀김만두,2024-05-07,N,N,1000,수도권제1순환선,4,10104,329,의왕(일산)휴게소,경기 의왕시 청계동안양판교로 476 의왕(청계)휴게소
N,"핫도그, 소떡, 핫바 등",4500,,스낵류,2024-05-07,N,N,1000,수도권제1순환선,4,10107,329,의왕(일산)휴게소,경기 의왕시 청계동안양판교로 476 의왕(청계)휴게소
N,"부산오뎅, 만쥬리아",5000,,만쥬리아,2024-05-07,N,N,1000,수도권제1순환선,4,10108,329,의왕(일산)휴게소,경기 의왕시 청계동안양판교로 476 의왕(청계)휴게소
Y,옛 안성장터시장의 맛을 구현한 얼큰하고 시원한 맛이 일품인 메뉴,9500,"소고기,대파,콩나물,무",안성맞춤국밥,2024-05-07,N,Y,400,평택제천선,4,1144,331,안성맞춤(평택)휴게소,경기 안성시 서운면신능리 51-16 외 23필지
N,,9500,,해물순두부찌개,2024-05-07,N,Y,400,평택제천선,4,1146,331,안성맞춤(평택)휴게소,경기 안성시 서운면신능리 51-16 외 23필지
N,두툼한 돼지고기와 바삭한 튀김을 즐길 수 있는 메뉴,10000,"양배추,드레싱,피클,단무지",흑돼지돈가스,2024-05-07,N,N,400,평택제천선,4,1151,331,안성맞춤(평택)휴게소,경기 안성시 서운면신능리 51-16 외 23필지
N,두툼한 등심을 숙성시켜 만든 돈가스,11000,"등심,드레심,피클,단무지",숙성등심돈가스,2024-05-07,N,N,400,평택제천선,4,1152,331,안성맞춤(평택)휴게소,경기 안성시 서운면신능리 51-16 외 23필지
N,,6000,,유부우동,2024-05-07,N,N,400,평택제천선,4,1155,331,안성맞춤(평택)휴게소,경기 안성시 서운면신능리 51-16 외 23필지
N,,6500,,꼬치어묵우동,2024-05-07,N,N,400,평택제천선,4,1156,331,안성맞춤(평택)휴게소,경기 안성시 서운면신능리 51-16 외 23필지
N,,4000,,EX라면,2024-05-07,N,N,400,평택제천선,4,1158,331,안성맞춤(평택)휴게소,경기 안성시 서운면신능리 51-16 외 23필지
N,,6000,,떡라면,2024-05-07,N,N,400,평택제천선,4,1159,331,안성맞춤(평택)휴게소,경기 안성시 서운면신능리 51-16 외 23필지
N,,10500,,치즈돈가스,2024-05-07,N,N,400,평택제천선,4,6908,331,안성맞춤(평택)휴게소,경기 안성시 서운면신능리 51-16 외 23필지
N,매콤한 돼지고기김치찌개,9500,"돼지고기, 김치",약돌돼지김치찌개,2024-05-07,N,Y,400,평택제천선,4,6911,331,안성맞춤(평택)휴게소,경기 안성시 서운면신능리 51-16 외 23필지
N,"싼 가격이라고 맛없다는 생각은 금지
정말 구수합니다",7000,"된장, 두부",실속된장찌개,2024-05-07,N,N,400,평택제천선,4,6913,331,안성맞춤(평택)휴게소,경기 안성시 서운면신능리 51-16 외 23필지
